version,caseid,profile_gender,profile_age,profile_racethnicity,profile_educ5,profile_marital,profile_employ,profile_income,profile_state,profile_region4,profile_region9,profile_metro,profile_internet,profile_housing,profile_home_type,profile_phoneservice,profile_hhsize,profile_hh01,profile_hh25,profile_hh612,profile_hh1317,profile_hh18ov,profile_genhealth,profile_veteran,profile_lgbt,profile_relig,profile_born,profile_lang_other1,profile_newstv,profile_newsradio,profile_newsonline,profile_newsmobile,profile_newskeepup,profile_socmedia1_t,profile_socmedia1_f,profile_socmedia1_i,profile_socmedia1_s,profile_socmedia2_t,profile_socmedia2_f,profile_socmedia2_i,profile_socmedia2_s,profile_hl032,w1congdist,w2congdist,vote20d1
ANES 2020-22 Social Media Study 20230705,385,1,61,1,3,5,1,5,NE,2,4,1,1,1,1,1,1,0,0,0,0,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,-1,1,-1,-1,1,NE - Congressional District 2,NE - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,386,1,18,1,1,5,4,3,GA,3,5,1,0,2,1,4,6,0,0,1,3,4,5,2,2,1,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,GA - Congressional District 13,-6,4
ANES 2020-22 Social Media Study 20230705,387,2,46,1,3,1,1,11,NE,2,4,1,1,1,1,4,4,0,0,0,2,2,4,2,2,12,2,2,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,1,NE - Congressional District 1,NE - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,388,2,65,1,4,1,5,13,LA,3,7,1,1,1,1,4,2,0,0,0,0,2,4,2,2,12,2,2,2,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,LA - Congressional District 1,LA - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,389,1,64,1,2,3,4,7,IN,2,3,1,0,1,1,4,1,0,0,0,0,1,4,2,2,12,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,2,IN - Congressional District 2,IN - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,390,2,45,2,3,6,6,3,IN,2,3,0,1,2,1,5,5,0,0,0,2,3,4,2,3,12,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,IN - Congressional District 6,IN - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,391,1,71,1,5,1,5,10,IL,2,3,1,1,1,1,3,2,0,0,0,0,2,1,2,2,14,2,1,1,2,-7,2,2,2,2,2,2,-1,-1,-1,-1,1,-7,-7,3
ANES 2020-22 Social Media Study 20230705,392,2,38,1,3,1,7,11,IL,2,3,0,1,1,1,4,5,0,1,1,0,3,4,2,2,11,-1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,IL - Congressional District 18,IL - Congressional District 18,4
ANES 2020-22 Social Media Study 20230705,393,1,37,4,4,3,1,10,TX,3,7,1,1,2,3,4,1,0,0,0,0,1,4,1,2,11,-1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,TX - Congressional District 24,TX - Congressional District 24,2
ANES 2020-22 Social Media Study 20230705,394,2,27,1,4,5,1,13,NY,1,2,1,1,1,1,2,4,0,0,0,0,4,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,NY - Congressional District 4,NY - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,395,1,78,1,5,5,5,5,CA,4,9,1,1,1,1,1,1,0,0,0,0,1,4,1,1,12,2,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 36,CA - Congressional District 36,2
ANES 2020-22 Social Media Study 20230705,396,1,78,1,4,3,5,7,NE,2,4,1,1,1,3,4,2,0,0,0,0,2,3,1,2,1,2,1,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,NE - Congressional District 1,NE - Congressional District 1,3
ANES 2020-22 Social Media Study 20230705,397,1,26,1,4,1,1,14,ND,2,4,1,1,1,1,4,3,0,1,0,0,2,4,2,2,2,2,2,2,2,1,1,1,2,1,2,1,-1,2,-1,2,1,ND - Congressional District (at Large),ND - Congressional District (at Large),4
ANES 2020-22 Social Media Study 20230705,398,2,59,1,4,5,1,17,TX,3,7,1,1,1,2,2,1,0,0,0,0,1,3,2,2,14,-1,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 7,TX - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,399,2,36,1,4,1,1,10,TN,3,6,1,1,1,1,4,4,0,1,1,0,2,5,2,2,1,1,2,1,2,2,1,2,2,1,1,2,-1,1,2,-1,1,TN - Congressional District 8,TN - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,400,2,51,4,1,1,1,9,CA,4,9,1,1,2,4,1,5,0,0,0,0,4,4,2,2,12,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,2,CA - Congressional District 21,CA - Congressional District 21,1
ANES 2020-22 Social Media Study 20230705,401,1,60,3,3,3,1,18,CA,4,9,1,1,1,1,4,1,0,0,0,0,1,4,2,2,9,-1,2,1,2,1,1,1,2,1,1,2,-1,1,2,-1,2,CA - Congressional District 15,CA - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,402,2,41,1,1,2,2,5,CA,4,9,1,0,1,1,4,6,0,0,2,0,4,3,2,2,12,1,2,2,2,1,1,2,2,1,2,2,-1,1,-1,-1,2,CA - Congressional District 8,-6,1
ANES 2020-22 Social Media Study 20230705,403,2,40,1,3,5,1,9,IA,2,4,1,0,1,1,4,1,0,0,0,0,1,3,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,1,1,1,1,IA - Congressional District 1,IA - Congressional District 1,4
ANES 2020-22 Social Media Study 20230705,404,1,27,1,2,5,1,6,WA,4,9,1,1,1,3,4,1,0,0,0,0,1,4,1,2,2,2,1,2,2,2,1,1,2,1,2,2,-1,1,-1,-1,1,WA - Congressional District 5,WA - Congressional District 5,1
ANES 2020-22 Social Media Study 20230705,405,1,63,2,3,3,4,4,OH,2,3,1,0,2,3,4,1,0,0,0,0,1,3,1,2,14,2,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,OH - Congressional District 13,OH - Congressional District 13,4
ANES 2020-22 Social Media Study 20230705,406,2,28,1,5,5,1,6,SD,2,4,1,1,2,3,4,1,0,0,0,0,1,4,2,2,1,2,2,1,2,2,2,2,2,1,1,1,-1,1,1,1,1,MN - Congressional District 6,MN - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,407,1,63,1,3,1,2,12,CA,4,9,1,1,1,1,2,4,0,0,0,0,4,5,2,2,1,1,2,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 50,CA - Congressional District 50,1
ANES 2020-22 Social Media Study 20230705,408,1,34,1,3,5,1,9,PA,1,2,1,1,1,1,4,1,0,0,0,0,1,3,2,2,11,-1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,PA - Congressional District 11,PA - Congressional District 11,1
ANES 2020-22 Social Media Study 20230705,409,1,31,1,5,5,1,6,VA,3,5,1,1,2,3,1,1,0,0,0,0,1,3,2,2,9,-1,1,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,VA - Congressional District 5,VA - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,410,1,36,1,5,1,1,11,GA,3,5,1,1,1,3,4,4,0,0,0,0,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,-1,1,GA - Congressional District 6,GA - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,411,1,77,3,5,1,5,13,CA,4,9,0,1,1,1,4,2,0,0,0,0,1,5,2,2,11,-1,2,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 1,CA - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,412,2,73,1,3,3,1,9,MN,2,4,0,1,1,3,4,1,0,0,0,0,1,4,2,2,1,1,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,MN - Congressional District 1,MN - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,413,2,68,2,5,4,5,17,MO,2,4,1,1,1,1,3,2,0,0,0,0,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,MO - Congressional District 1,MO - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,414,2,52,1,4,3,1,10,MI,2,3,1,1,1,1,4,1,0,0,0,0,1,2,2,2,14,2,2,1,1,1,1,1,2,1,1,2,-1,1,1,-1,1,MI - Congressional District 8,MI - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,415,2,39,4,3,1,1,7,NJ,1,2,1,1,2,3,5,6,0,0,2,0,4,4,2,2,12,2,1,1,1,1,1,1,2,1,1,1,-1,1,1,2,1,NJ - Congressional District 8,NJ - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,417,2,72,1,2,1,5,10,FL,3,5,1,1,1,1,3,2,0,0,0,0,2,3,2,2,2,2,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 8,FL - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,418,2,32,1,2,5,4,5,TN,3,6,1,1,1,1,1,4,0,0,0,0,4,4,2,2,12,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,TN - Congressional District 1,-6,1
ANES 2020-22 Social Media Study 20230705,419,2,80,1,5,2,5,13,FL,3,5,1,1,1,1,3,1,0,0,0,0,1,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 7,FL - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,420,2,40,3,3,1,1,9,DE,3,5,1,1,1,1,2,6,0,0,2,1,2,3,2,2,11,-1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,DE - Congressional District (at Large),DE - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,421,1,42,1,3,3,1,15,GA,3,5,1,1,1,2,4,1,0,0,0,0,1,3,2,2,11,-1,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,GA - Congressional District 5,-6,2
ANES 2020-22 Social Media Study 20230705,422,2,43,3,3,5,1,8,WV,3,5,1,1,2,1,4,6,0,1,0,0,4,3,2,2,12,1,2,2,2,2,2,2,2,1,1,2,-1,1,1,-1,1,WV - Congressional District 1,WV - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,423,2,55,1,5,1,5,18,MO,2,4,1,1,1,3,2,3,0,0,0,0,3,4,2,2,11,-1,2,2,2,1,1,3,2,2,1,1,-1,-1,1,2,1,MO - Congressional District 4,MO - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,424,2,28,1,3,5,1,9,GA,3,5,0,1,1,1,4,2,0,0,0,0,2,4,2,2,1,1,2,2,2,2,2,4,2,1,1,1,-1,1,1,1,1,GA - Congressional District 9,GA - Congressional District 9,1
ANES 2020-22 Social Media Study 20230705,425,1,37,1,2,6,2,2,MO,2,4,0,0,1,4,4,6,0,0,1,2,4,3,2,2,12,1,2,2,2,2,2,1,2,1,1,2,-1,1,2,-1,2,MO - Congressional District 4,MO - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,426,1,39,4,3,5,1,11,CA,4,9,1,1,1,2,2,2,0,0,0,0,2,4,1,2,12,1,1,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 26,CA - Congressional District 26,1
ANES 2020-22 Social Media Study 20230705,427,1,56,4,2,1,1,11,CA,4,9,1,1,1,1,2,4,0,0,0,0,4,3,2,2,1,1,2,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 10,-6,1
ANES 2020-22 Social Media Study 20230705,428,1,53,1,3,1,1,15,CA,4,9,1,1,2,1,4,3,0,0,0,0,3,3,2,2,14,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,CA - Congressional District 7,CA - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,429,1,34,1,4,1,1,13,MO,2,4,1,1,1,1,4,4,0,2,0,0,2,5,2,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,MO - Congressional District 2,MO - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,430,2,72,1,5,5,5,12,MA,1,1,1,1,1,2,2,1,0,0,0,0,1,5,2,2,14,-1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,MA - Congressional District 5,MA - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,431,2,41,1,3,3,1,3,MO,2,4,0,1,1,4,2,3,0,0,0,0,1,4,2,2,1,1,2,2,2,2,2,4,2,1,2,1,-1,1,-1,1,2,MO - Congressional District 4,MO - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,432,2,61,1,3,1,1,10,MN,2,4,0,1,1,1,2,3,0,0,0,0,3,5,2,2,2,2,1,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,MN - Congressional District 1,MN - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,433,1,56,1,5,1,1,10,CA,4,9,1,1,2,1,2,6,0,0,0,1,4,4,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,CA - Congressional District 42,CA - Congressional District 42,1
ANES 2020-22 Social Media Study 20230705,434,1,25,3,3,5,4,5,OK,3,7,1,1,2,3,4,3,0,0,0,0,3,3,2,2,11,-1,1,2,2,1,1,2,2,1,2,2,-1,1,-1,-1,2,OK - Congressional District 4,OK - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,435,1,62,3,5,1,2,16,TX,3,7,1,1,1,1,2,3,0,0,0,0,3,3,2,2,2,2,1,1,2,2,1,1,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 9,TX - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,436,2,33,4,2,1,7,9,OH,2,3,1,0,2,1,4,6,0,0,4,4,2,3,2,2,1,1,2,1,2,1,1,2,2,1,1,1,-1,1,2,1,1,OH - Congressional District 13,OH - Congressional District 13,1
ANES 2020-22 Social Media Study 20230705,437,1,31,1,2,4,2,7,VT,1,1,0,0,3,1,4,1,0,0,0,0,1,5,2,2,12,2,2,2,2,1,1,3,2,2,2,2,-1,-1,-1,-1,1,VT - Congressional District (at Large),VT - Congressional District (at Large),4
ANES 2020-22 Social Media Study 20230705,438,1,80,1,4,1,5,10,NJ,1,2,1,1,1,1,3,2,0,0,0,0,2,4,1,2,1,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,NJ - Congressional District 3,NJ - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,439,2,61,1,1,1,5,9,OH,2,3,0,1,1,1,1,2,0,0,0,0,2,2,2,2,12,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,OH - Congressional District 8,OH - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,440,1,43,1,2,6,1,9,MS,3,6,0,1,1,1,2,3,0,0,0,0,3,3,2,2,12,2,1,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,MS - Congressional District 3,MS - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,441,2,69,1,3,1,5,12,WI,2,3,0,1,1,3,4,2,0,0,0,0,2,3,2,2,2,1,2,2,2,1,1,3,2,1,1,2,-1,1,1,-1,1,WI - Congressional District 7,WI - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,442,2,61,4,4,1,1,10,NM,4,8,1,1,1,1,2,2,0,0,0,0,2,4,2,2,14,2,2,1,1,1,1,1,2,2,1,2,-1,-1,1,-1,1,NM - Congressional District 2,NM - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,443,2,31,2,3,6,1,8,TX,3,7,1,1,2,3,4,6,0,1,2,0,3,3,2,2,11,-1,-1,2,2,2,2,4,1,1,2,2,-1,-1,-1,-1,-1,TX - Congressional District 18,TX - Congressional District 18,4
ANES 2020-22 Social Media Study 20230705,444,2,61,1,5,1,5,14,NE,2,4,1,1,1,1,2,2,0,0,0,0,2,4,2,2,12,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,NE - Congressional District 2,NE - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,445,2,34,3,4,6,1,11,CA,4,9,1,1,2,3,4,3,0,0,0,0,3,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,-1,2,1,-1,1,CA - Congressional District 46,CA - Congressional District 46,1
ANES 2020-22 Social Media Study 20230705,446,2,56,3,2,6,7,16,CA,4,9,1,1,1,1,4,4,0,0,0,0,3,1,2,2,14,-1,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 45,CA - Congressional District 45,2
ANES 2020-22 Social Media Study 20230705,447,1,65,2,5,6,1,13,AL,3,6,1,1,3,3,1,3,0,0,0,0,3,4,2,4,1,1,2,1,1,2,2,2,2,1,2,2,-1,1,-1,-1,1,AL - Congressional District 2,AL - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,448,1,78,1,4,1,5,14,PA,1,2,1,1,1,1,3,2,0,0,0,0,2,5,1,2,1,2,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,PA - Congressional District 10,PA - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,449,2,36,1,1,5,3,2,CT,1,1,1,1,2,3,2,6,0,0,0,2,2,2,2,2,12,1,2,1,1,2,1,1,2,1,2,2,-1,1,-1,-1,1,CT - Congressional District 4,CT - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,450,1,52,2,5,1,1,18,FL,3,5,1,1,1,1,2,3,0,0,0,0,3,3,2,2,1,1,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 9,FL - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,451,2,67,1,3,3,1,7,NH,1,1,1,1,1,2,4,1,0,0,0,0,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,NH - Congressional District 1,NH - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,452,2,46,2,4,5,1,11,VA,3,5,1,1,2,3,2,1,0,0,0,0,1,3,2,2,11,-1,2,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,VA - Congressional District 10,-6,2
ANES 2020-22 Social Media Study 20230705,453,2,75,4,3,1,5,9,TX,3,7,1,1,1,1,3,2,0,0,0,0,2,3,2,2,2,2,1,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 16,TX - Congressional District 16,2
ANES 2020-22 Social Media Study 20230705,454,2,37,1,2,1,7,10,NY,1,2,1,1,1,1,4,6,0,0,1,4,3,4,2,3,14,2,2,2,2,1,1,2,2,1,1,1,-1,1,1,1,1,NY - Congressional District 22,NY - Congressional District 22,1
ANES 2020-22 Social Media Study 20230705,455,1,64,3,3,1,6,15,NY,1,2,1,1,1,1,3,3,0,0,0,0,3,3,2,2,14,-1,1,2,2,2,2,4,2,2,2,2,-1,-1,-1,-1,1,NY - Congressional District 3,NY - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,456,1,76,1,3,3,5,13,DE,3,5,1,1,1,1,2,2,0,0,0,0,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,DE - Congressional District (at Large),DE - Congressional District (at Large),2
ANES 2020-22 Social Media Study 20230705,457,1,55,1,2,1,1,16,CT,1,1,1,1,1,2,4,2,0,0,0,0,2,3,2,2,2,2,2,2,1,2,1,2,2,1,2,2,-1,2,-1,-1,1,CT - Congressional District 1,CT - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,458,2,80,1,3,2,7,4,TN,3,6,1,1,1,1,3,1,0,0,0,0,1,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,TN - Congressional District 1,TN - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,459,2,29,3,4,1,1,14,CA,4,9,1,1,1,2,4,2,0,0,0,0,2,4,2,2,11,-1,1,2,2,1,1,2,2,1,1,1,-1,1,1,2,1,CA - Congressional District 50,-6,2
ANES 2020-22 Social Media Study 20230705,460,2,23,1,2,5,4,11,PA,1,2,1,1,2,2,4,3,0,0,0,0,3,3,2,2,14,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,PA - Congressional District 8,PA - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,461,2,60,1,3,2,1,15,WA,4,9,0,1,1,1,2,3,0,0,0,0,3,3,2,2,12,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,WA - Congressional District 3,WA - Congressional District 3,3
ANES 2020-22 Social Media Study 20230705,462,2,24,4,3,5,1,9,TX,3,7,1,1,2,3,4,2,0,0,0,0,2,4,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,TX - Congressional District 3,TX - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,463,2,23,4,3,6,1,11,CA,4,9,1,1,2,3,4,3,0,0,0,0,3,3,2,2,2,1,1,2,2,2,1,3,1,1,1,1,2,1,1,1,1,CA - Congressional District 34,CA - Congressional District 34,2
ANES 2020-22 Social Media Study 20230705,464,1,43,1,3,1,1,13,IL,2,3,0,0,1,1,4,3,0,1,0,0,2,4,2,2,1,2,2,2,1,1,1,3,2,1,2,1,-1,1,-1,1,1,IL - Congressional District 15,-6,2
ANES 2020-22 Social Media Study 20230705,465,1,61,4,3,1,1,15,CA,4,9,1,1,1,1,4,2,0,0,0,0,2,3,2,2,11,-1,2,1,2,2,1,3,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 1,CA - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,466,1,44,1,3,1,1,11,AR,3,7,0,1,1,1,4,6,0,0,0,0,1,3,2,2,10,-1,2,2,2,2,2,3,1,1,1,1,2,1,2,2,1,AR - Congressional District 4,AR - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,467,1,28,1,2,6,6,4,WY,4,8,1,1,2,3,1,3,0,0,0,0,3,3,2,3,1,1,2,2,2,2,1,4,1,1,1,1,2,1,2,2,1,WY - Congressional District (at Large),WY - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,468,2,30,2,3,1,1,15,TX,3,7,1,0,2,2,4,5,0,0,2,0,3,4,2,2,11,-1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,TX - Congressional District 9,TX - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,469,2,32,1,3,1,1,5,TN,3,6,1,1,1,1,4,5,0,0,3,0,2,4,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,TN - Congressional District 1,TN - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,470,2,58,1,3,3,6,3,KS,2,4,0,0,2,2,4,1,0,0,0,0,1,2,2,2,12,1,2,2,2,2,1,4,2,1,2,2,-1,1,-1,-1,1,-7,KS - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,471,1,33,4,3,1,1,10,PA,1,2,1,1,1,1,2,6,0,0,2,2,4,3,2,2,12,2,1,1,2,1,1,2,1,1,2,1,2,1,-1,2,2,PA - Congressional District 3,PA - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,472,2,54,2,3,1,6,3,TN,3,6,1,1,1,1,2,3,0,0,0,0,3,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,-1,1,TN - Congressional District 4,TN - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,473,1,79,4,3,1,1,10,TX,3,7,1,1,1,1,2,2,0,0,0,0,2,5,1,2,2,2,2,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 28,TX - Congressional District 28,1
ANES 2020-22 Social Media Study 20230705,474,1,70,1,4,1,2,16,NJ,1,2,1,1,1,1,2,2,0,0,0,0,2,3,2,2,1,1,2,1,1,2,2,1,2,1,1,2,-1,1,2,-1,1,NJ - Congressional District 2,NJ - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,475,2,60,1,4,1,2,18,CT,1,1,1,1,1,1,3,3,0,0,0,0,3,4,2,2,2,2,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,2,CT - Congressional District 4,CT - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,476,1,64,1,3,1,1,9,IL,2,3,0,1,1,1,3,2,0,0,0,0,2,3,2,2,2,2,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,IL - Congressional District 15,IL - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,477,1,60,1,3,5,1,10,CO,4,8,1,1,1,1,3,1,0,0,0,0,1,3,1,2,11,-1,2,1,2,1,1,1,2,1,1,2,-1,1,1,-1,1,CO - Congressional District 5,CO - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,478,1,36,1,4,1,1,6,AL,3,6,1,1,1,1,4,2,0,0,0,0,2,4,2,2,1,1,2,1,1,2,2,2,2,1,1,2,-1,1,1,-1,1,AL - Congressional District 1,-6,1
ANES 2020-22 Social Media Study 20230705,479,1,39,1,3,1,1,9,GA,3,5,1,1,2,1,4,4,0,2,0,0,2,3,1,2,11,-1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,GA - Congressional District 13,GA - Congressional District 13,2
ANES 2020-22 Social Media Study 20230705,480,1,79,1,5,1,5,13,IA,2,4,1,1,1,1,3,2,0,0,0,0,2,4,2,2,1,2,2,1,1,2,2,1,2,1,2,2,-1,1,-1,-1,1,IA - Congressional District 1,IA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,481,2,21,4,3,5,1,4,CA,4,9,1,1,1,1,4,3,0,0,0,0,3,4,2,2,2,2,1,1,2,1,1,2,2,2,1,1,-1,-1,1,2,1,CA - Congressional District 10,-6,2
ANES 2020-22 Social Media Study 20230705,482,1,31,1,4,5,1,10,MN,2,4,1,1,1,2,4,1,0,0,0,0,1,3,2,2,2,2,2,1,2,1,1,1,2,1,2,1,-1,2,-1,2,1,MN - Congressional District 2,MN - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,483,1,39,1,3,1,1,16,ND,2,4,0,1,3,1,4,4,0,0,0,0,2,3,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,ND - Congressional District (at Large),ND - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,484,1,32,4,4,1,1,14,MO,2,4,1,1,1,1,4,4,0,0,0,0,1,3,2,2,10,-1,2,2,1,1,1,2,1,1,1,2,1,1,1,-1,1,MO - Congressional District 7,MO - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,486,1,30,3,4,5,2,14,CA,4,9,1,1,2,3,2,3,0,0,0,0,3,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,CA - Congressional District 29,-6,2
ANES 2020-22 Social Media Study 20230705,487,1,47,1,4,1,1,14,ME,1,1,1,1,1,1,2,4,0,0,0,0,1,4,2,2,12,1,2,2,2,1,1,2,2,1,1,2,-1,2,2,-1,1,ME - Congressional District 2,-6,1
ANES 2020-22 Social Media Study 20230705,488,1,38,1,4,1,1,14,OK,3,7,1,1,1,1,4,4,0,0,0,0,1,4,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,-1,1,1,1,OK - Congressional District 3,OK - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,489,1,52,1,4,1,1,9,SC,3,5,1,1,1,2,4,2,0,0,0,0,2,5,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,TN - Congressional District 1,SC - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,490,1,66,1,4,1,1,13,OR,4,9,1,1,1,1,4,6,0,0,0,0,1,5,2,2,2,2,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,OR - Congressional District 5,-6,2
